 0.4980,   0.4980, 0.7256, 0.8094, 0.0000210, 0.0001038, 0.0000828,, 0.7256

MTFnn C/P, Mean,  Seg 1,
MTF70 C/P,0.0870, 0.0870, 
MTF50 C/P,0.1545, 0.1545, 
MTF30 C/P,0.2923, 0.2923, 
MTF20 C/P,0.0000, 0.0000, 
MTF10 C/P,0.0000, 0.0000, 
MTFnnP C/P, Mean,  Seg 1,
MTF70P C/P,0.0870, 0.0870, 
MTF50P C/P,0.1545, 0.1545, 
MTF30P C/P,0.2923, 0.2923, 
MTF20P C/P,0.0000, 0.0000, 
MTF10P C/P,0.0000, 0.0000, 
Undersharpening %,32.375

Acutance (CPIQ), Region, 1 of 1
Print height ,Viewing dist (cm),Acutance
   40,  1.00,  0.00
   40,  2.00,  0.01
   40,  3.00,  0.01
   40,  4.00,  0.02
   40,  5.00,  0.03
   40,  6.00,  0.03
   40,  7.00,  0.04
   40,  8.00,  0.05
   40,  9.00,  0.06
   40, 10.00,  0.07
   40, 11.00,  0.08
   40, 12.00,  0.09
   40, 13.00,  0.10
   40, 14.00,  0.11
   40, 15.00,  0.12
   40, 16.00,  0.13
   40, 17.00,  0.14
   40, 18.00,  0.15
   40, 19.00,  0.16
   40, 20.00,  0.17
   40, 21.00,  0.18
   40, 22.00,  0.19
   40, 23.00,  0.20
   40, 24.00,  0.21
   40, 25.00,  0.22
   40, 26.00,  0.23
   40, 27.00,  0.24
   40, 28.00,  0.24
   40, 29.00,  0.25
   40, 30.00,  0.26
   40, 31.00,  0.27
   40, 32.00,  0.28
   40, 33.00,  0.29
   40, 34.00,  0.29
   40, 35.00,  0.30
   40, 36.00,  0.31
   40, 37.00,  0.32
   40, 38.00,  0.32
   40, 39.00,  0.33
   40, 40.00,  0.34
   40, 41.00,  0.34
   40, 42.00,  0.35
   40, 43.00,  0.36
   40, 44.00,  0.36
   40, 45.00,  0.37
   40, 46.00,  0.38
   40, 47.00,  0.38
   40, 48.00,  0.39
   40, 49.00,  0.40
   40, 50.00,  0.40
   40, 51.00,  0.41
   40, 52.00,  0.41
   40, 53.00,  0.42
   40, 54.00,  0.43
   40, 55.00,  0.43
   40, 56.00,  0.44
   40, 57.00,  0.44
   40, 58.00,  0.45
   40, 59.00,  0.45
   40, 60.00,  0.46
   40, 61.00,  0.46
   40, 62.00,  0.47
   40, 63.00,  0.47
   40, 64.00,  0.48
   40, 65.00,  0.48
   40, 66.00,  0.49
   40, 67.00,  0.49
   40, 68.00,  0.50
   40, 69.00,  0.50
   40, 70.00,  0.50
   40, 71.00,  0.51
   40, 72.00,  0.51
   40, 73.00,  0.52
   40, 74.00,  0.52
   40, 75.00,  0.53
   40, 76.00,  0.53
   40, 77.00,  0.53
   40, 78.00,  0.54
   40, 79.00,  0.54
   40, 80.00,  0.54
   40, 81.00,  0.55
   40, 82.00,  0.55
   40, 83.00,  0.56
   40, 84.00,  0.56
   40, 85.00,  0.56
   40, 86.00,  0.57
   40, 87.00,  0.57
   40, 88.00,  0.57
   40, 89.00,  0.58
   40, 90.00,  0.58
   40, 91.00,  0.58
   40, 92.00,  0.59
   40, 93.00,  0.59
   40, 94.00,  0.59
   40, 95.00,  0.60
   40, 96.00,  0.60
   40, 97.00,  0.60
   40, 98.00,  0.60
   40, 99.00,  0.61
   40,100.00,  0.61
Use unnormalized MTF for Acutance calculation
CPIQ Results
Computer Monitor Acutance,0.463,
Computer Monitor Quality Loss,16.215,
5.5" Phone Display Acutance,0.835,
5.5" Phone Display Quality Loss,1.325,
UHDTV Display Acutance,0.601,
UHDTV Display Quality Loss,8.680,
Small Print Acutance,0.572,
Small Print Quality Loss,10.078,
Large Print Acutance,0.525,
Large Print Quality Loss,12.500,
Gamma, 0.5
Color channel, R
Max detected f (c/p), 0.498

Exif data












































































































































































































































































































